"2","1964","0",NULL
"3","1964","0",NULL
"4","1964","0",NULL
"5","1964","0",NULL
"6","1964","0",NULL
"2","1963","0",NULL
"3","1963","0",NULL
"4","1963","0",NULL
"5","1963","0",NULL
"6","1963","0",NULL
"5","1962","0",NULL
"6","1962","0",NULL
"2","1962","0",NULL
"3","1962","0",NULL
"4","1962","0",NULL
"2","1961","0",NULL
"3","1961","0",NULL
"4","1961","0",NULL
"5","1961","0",NULL
"6","1961","0",NULL
"2","1960","0",NULL
"3","1960","0",NULL
"4","1960","0",NULL
"5","1960","0",NULL
"6","1960","0",NULL
"4","1959","0",NULL
"5","1959","0",NULL
"6","1959","0",NULL
"2","1959","0",NULL
"3","1959","0",NULL
"2","1958","0",NULL
"3","1958","0",NULL
"4","1958","0",NULL
"5","1958","0",NULL
"6","1958","0",NULL
"2","1957","0",NULL
"3","1957","0",NULL
"4","1957","0",NULL
"5","1957","0",NULL
"6","1957","0",NULL
"3","1956","0",NULL
"4","1956","0",NULL
"5","1956","0",NULL
"6","1956","0",NULL
"2","1956","0",NULL
"2","1955","0",NULL
"3","1955","0",NULL
"4","1955","0",NULL
"5","1955","0",NULL
"6","1955","0",NULL
"2","1954","0",NULL
"3","1954","0",NULL
"4","1954","0",NULL
"5","1954","0",NULL
"6","1954","0",NULL
"2","1953","0",NULL
"3","1953","0",NULL
"4","1953","0",NULL
"5","1953","0",NULL
"6","1953","0",NULL
"2","1952","0",NULL
"3","1952","0",NULL
"4","1952","0",NULL
"5","1952","0",NULL
"6","1952","0",NULL
"2","1951","0",NULL
"3","1951","0",NULL
"4","1951","0",NULL
"5","1951","0",NULL
"6","1951","0",NULL
"2","1949","0",NULL
"3","1949","0",NULL
"4","1949","0",NULL
"5","1949","0",NULL
"6","1949","0",NULL
"6","1948","0",NULL
"2","1948","0",NULL
"3","1948","0",NULL
"4","1948","0",NULL
"5","1948","0",NULL
"2","1947","0",NULL
"3","1947","0",NULL
"4","1947","0",NULL
"5","1947","0",NULL
"6","1947","0",NULL
"2","1946","0",NULL
"3","1946","0",NULL
"4","1946","0",NULL
"5","1946","0",NULL
"6","1946","0",NULL
"5","1945","0",NULL
"6","1945","0",NULL
"2","1945","0",NULL
"3","1945","0",NULL
"4","1945","0",NULL
"2","1944","0",NULL
"3","1944","0",NULL
"4","1944","0",NULL
"5","1944","0",NULL
"6","1944","0",NULL
"2","1943","0",NULL
"3","1943","0",NULL
"4","1943","0",NULL
"5","1943","0",NULL
"6","1943","0",NULL
"2","1942","0",NULL
"3","1942","0",NULL
"4","1942","0",NULL
"5","1942","0",NULL
"6","1942","0",NULL
"2","1941","0",NULL
"3","1941","0",NULL
"4","1941","0",NULL
"5","1941","0",NULL
"6","1941","0",NULL
"2","1940","0",NULL
"3","1940","0",NULL
"4","1940","0",NULL
"5","1940","0",NULL
"6","1940","0",NULL
"6","1939","0",NULL
"2","1939","0",NULL
"3","1939","0",NULL
"4","1939","0",NULL
"5","1939","0",NULL
"2","1938","0",NULL
"3","1938","0",NULL
"4","1938","0",NULL
"5","1938","0",NULL
"6","1938","0",NULL
"2","1937","0",NULL
"3","1937","0",NULL
"4","1937","0",NULL
"5","1937","0",NULL
"6","1937","0",NULL
"5","1936","0",NULL
"6","1936","0",NULL
"2","1936","0",NULL
"3","1936","0",NULL
"4","1936","0",NULL
"2","1935","0",NULL
"3","1935","0",NULL
"4","1935","0",NULL
"5","1935","0",NULL
"6","1935","0",NULL
"2","1934","0",NULL
"3","1934","0",NULL
"4","1934","0",NULL
"5","1934","0",NULL
"6","1934","0",NULL
"4","1933","0",NULL
"5","1933","0",NULL
"6","1933","0",NULL
"2","1933","0",NULL
"3","1933","0",NULL
"2","1932","0",NULL
"3","1932","0",NULL
"4","1932","0",NULL
"5","1932","0",NULL
"6","1932","0",NULL
"2","1931","0",NULL
"3","1931","0",NULL
"4","1931","0",NULL
"5","1931","0",NULL
"6","1931","0",NULL
"3","1930","0",NULL
"4","1930","0",NULL
"5","1930","0",NULL
"6","1930","0",NULL
"2","1930","0",NULL
"2","1929","0",NULL
"3","1929","0",NULL
"4","1929","0",NULL
"5","1929","0",NULL
"6","1929","0",NULL
"2","1928","0",NULL
"3","1928","0",NULL
"4","1928","0",NULL
"5","1928","0",NULL
"6","1928","0",NULL
"2","1927","0",NULL
"3","1927","0",NULL
"4","1927","0",NULL
"5","1927","0",NULL
"6","1927","0",NULL
"2","1926","0",NULL
"3","1926","0",NULL
"4","1926","0",NULL
"5","1926","0",NULL
"6","1926","0",NULL
"2","1925","0",NULL
"3","1925","0",NULL
"4","1925","0",NULL
"5","1925","0",NULL
"6","1925","0",NULL
"2","1924","0",NULL
"3","1924","0",NULL
"4","1924","0",NULL
"5","1924","0",NULL
"6","1924","0",NULL
"6","1923","0",NULL
"2","1923","0",NULL
"3","1923","0",NULL
"4","1923","0",NULL
"5","1923","0",NULL
"2","1922","0",NULL
"3","1922","0",NULL
"4","1922","0",NULL
"5","1922","0",NULL
"6","1922","0",NULL
"2","1921","0",NULL
"3","1921","0",NULL
"4","1921","0",NULL
"5","1921","0",NULL
"6","1921","0",NULL
"5","1920","0",NULL
"6","1920","0",NULL
"2","1920","0",NULL
"3","1920","0",NULL
"4","1920","0",NULL
"2","1919","0",NULL
"3","1919","0",NULL
"4","1919","0",NULL
"5","1919","0",NULL
"6","1919","0",NULL
"2","1918","0",NULL
"3","1918","0",NULL
"4","1918","0",NULL
"5","1918","0",NULL
"6","1918","0",NULL
"4","1917","0",NULL
"5","1917","0",NULL
"6","1917","0",NULL
"2","1917","0",NULL
"3","1917","0",NULL
"2","1916","0",NULL
"3","1916","0",NULL
"4","1916","0",NULL
"5","1916","0",NULL
"6","1916","0",NULL
"2","1915","0",NULL
"3","1915","0",NULL
"4","1915","0",NULL
"5","1915","0",NULL
"6","1915","0",NULL
"3","1914","0",NULL
"4","1914","0",NULL
"5","1914","0",NULL
"6","1914","0",NULL
"2","1914","0",NULL
"2","1913","0",NULL
"3","1913","0",NULL
"4","1913","0",NULL
"5","1913","0",NULL
"6","1913","0",NULL
"2","1912","0",NULL
"3","1912","0",NULL
"4","1912","0",NULL
"5","1912","0",NULL
